2010	Korea	Baseline	Incidence	Rates
Male_rate_	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
45-49__yrs	7.6000E+00	2.7000E+00	6.7400E+01	2.1800E+01	2.3600E+01	5.7000E+01	3.7000E+00	6.3000E+00	1.7800E+01	5.0000E-01	0.0000E+00	0.0000E+00	3.1000E+00	4.3000E+00	1.1600E+01	3.5000E+00	4.3000E+01	5.6000E+00	2.7800E+01
50-54__yrs	1.2100E+01	7.7000E+00	1.2020E+02	4.5800E+01	4.4600E+01	9.4300E+01	8.9000E+00	1.1300E+01	4.3800E+01	4.0000E-01	0.0000E+00	0.0000E+00	1.2500E+01	9.7000E+00	1.7300E+01	4.5000E+00	4.8500E+01	6.0000E+00	4.7000E+01
55-59__yrs	1.8900E+01	1.7900E+01	1.8740E+02	7.3000E+01	7.5600E+01	1.3360E+02	1.6800E+01	1.8700E+01	9.6200E+01	9.0000E-01	0.0000E+00	0.0000E+00	3.7800E+01	1.8500E+01	2.5100E+01	6.5000E+00	4.4900E+01	9.4000E+00	7.0300E+01
60-64__yrs	2.2700E+01	3.0800E+01	2.7060E+02	1.1780E+02	1.0360E+02	1.5340E+02	3.3300E+01	3.1300E+01	1.7720E+02	4.0000E-01	0.0000E+00	0.0000E+00	9.7300E+01	3.0100E+01	3.0200E+01	6.2000E+00	4.2800E+01	1.1900E+01	1.0320E+02
65-69__yrs	3.2700E+01	4.7000E+01	3.6760E+02	1.6670E+02	1.2300E+02	1.7490E+02	4.8800E+01	4.9900E+01	3.0860E+02	6.0000E-01	0.0000E+00	0.0000E+00	2.0810E+02	5.2700E+01	3.6600E+01	9.3000E+00	3.8500E+01	1.7600E+01	1.5450E+02
70-74__yrs	4.0800E+01	6.0800E+01	4.4630E+02	2.0440E+02	1.6200E+02	2.0880E+02	8.0500E+01	7.2700E+01	4.6260E+02	1.8000E+00	0.0000E+00	0.0000E+00	2.8990E+02	8.0900E+01	4.3700E+01	1.0800E+01	2.8300E+01	2.1600E+01	2.0820E+02
75-79__yrs	4.0800E+01	6.5600E+01	5.2020E+02	2.2970E+02	1.6570E+02	2.1350E+02	9.5300E+01	8.3700E+01	6.5190E+02	2.2000E+00	0.0000E+00	0.0000E+00	3.5740E+02	1.0960E+02	4.1800E+01	1.4300E+01	1.8100E+01	2.6200E+01	2.6490E+02
80-84__yrs	3.9900E+01	6.2800E+01	5.3200E+02	2.2410E+02	1.6600E+02	2.3760E+02	1.2320E+02	8.6200E+01	6.5690E+02	6.0000E-01	0.0000E+00	0.0000E+00	3.3260E+02	1.4720E+02	3.6400E+01	1.6400E+01	1.2900E+01	2.3500E+01	2.8730E+02
>=85___yrs	3.5200E+01	4.7300E+01	4.3230E+02	2.4200E+02	1.3860E+02	2.3540E+02	1.1880E+02	9.9000E+01	6.3140E+02	2.2000E+00	0.0000E+00	0.0000E+00	3.4870E+02	1.3090E+02	3.4100E+01	1.1000E+01	8.8000E+00	2.7500E+01	3.0490E+02
Male_se___	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
01-04__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
05-09__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
10-14__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
15-19__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
20-24__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
25-29__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
30-34__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
35-39__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
40-44__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
45-49__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
50-54__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
55-59__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
60-64__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
65-69__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
70-74__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
75-79__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
80-84__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
>=85___yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
Fem_rate__	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	1.0000E-01	1.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	7.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.2000E+00	1.9000E+00	0.0000E+00	6.0000E+00	8.7000E+00
01-04__yrs	1.0000E-01	1.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	7.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.2000E+00	1.9000E+00	0.0000E+00	6.0000E+00	8.7000E+00
05-09__yrs	2.0000E-01	0.0000E+00	0.0000E+00	1.0000E-01	0.0000E+00	2.0000E-01	0.0000E+00	0.0000E+00	1.0000E-01	0.0000E+00	0.0000E+00	5.0000E-01	0.0000E+00	0.0000E+00	2.0000E-01	2.3000E+00	5.0000E-01	2.9000E+00	2.2000E+00
10-14__yrs	2.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.0000E-01	0.0000E+00	1.0000E-01	1.0000E-01	1.0000E-01	1.0000E-01	1.7000E+00	0.0000E+00	1.0000E-01	0.0000E+00	1.2000E+00	1.4000E+00	2.5000E+00	3.2000E+00
15-19__yrs	3.0000E-01	0.0000E+00	1.0000E-01	1.0000E-01	1.0000E-01	1.0000E-01	0.0000E+00	1.0000E-01	1.0000E-01	1.0000E-01	1.0000E-01	3.0000E+00	0.0000E+00	1.0000E-01	2.0000E-01	1.3000E+00	7.2000E+00	1.9000E+00	4.6000E+00
20-24__yrs	5.0000E-01	0.0000E+00	1.2000E+00	5.0000E-01	3.0000E-01	3.0000E-01	0.0000E+00	1.0000E-01	3.0000E-01	1.9000E+00	1.5000E+00	2.1000E+00	0.0000E+00	0.0000E+00	2.0000E-01	1.0000E+00	2.6600E+01	2.2000E+00	6.6000E+00
25-29__yrs	9.0000E-01	0.0000E+00	4.4000E+00	7.0000E-01	1.3000E+00	7.0000E-01	0.0000E+00	3.0000E-01	7.0000E-01	8.3000E+00	6.1000E+00	2.5000E+00	0.0000E+00	2.0000E-01	4.0000E-01	1.6000E+00	6.8700E+01	2.1000E+00	1.0500E+01
30-34__yrs	1.4000E+00	1.0000E-01	1.0300E+01	2.4000E+00	3.0000E+00	8.0000E-01	2.0000E-01	3.0000E-01	1.9000E+00	2.6700E+01	1.2900E+01	4.0000E+00	0.0000E+00	2.0000E-01	1.3000E+00	1.4000E+00	1.2270E+02	2.0000E+00	1.3000E+01
35-39__yrs	1.8000E+00	1.0000E-01	1.8200E+01	5.1000E+00	5.0000E+00	1.9000E+00	6.0000E-01	9.0000E-01	3.4000E+00	6.1000E+01	1.6300E+01	4.9000E+00	0.0000E+00	2.0000E-01	2.2000E+00	2.2000E+00	1.6120E+02	3.6000E+00	1.5300E+01
40-44__yrs	2.3000E+00	1.0000E-01	2.9100E+01	9.0000E+00	9.0000E+00	5.0000E+00	1.4000E+00	1.1000E+00	6.7000E+00	1.0080E+02	2.2900E+01	8.7000E+00	0.0000E+00	3.0000E-01	2.5000E+00	2.2000E+00	1.9460E+02	3.4000E+00	2.4100E+01
45-49__yrs	4.0000E+00	4.0000E-01	3.3300E+01	1.6500E+01	1.4300E+01	1.0100E+01	3.7000E+00	3.0000E+00	1.3700E+01	1.4070E+02	2.5100E+01	1.2500E+01	0.0000E+00	7.0000E-01	5.0000E+00	2.6000E+00	2.3210E+02	4.6000E+00	3.8900E+01
50-54__yrs	4.7000E+00	5.0000E-01	4.8000E+01	2.9000E+01	2.4800E+01	1.7600E+01	4.4000E+00	5.8000E+00	2.2900E+01	1.2840E+02	2.5000E+01	1.4700E+01	0.0000E+00	1.8000E+00	7.4000E+00	4.0000E+00	2.5370E+02	4.5000E+00	5.1600E+01
55-59__yrs	5.9000E+00	1.4000E+00	6.1600E+01	4.3000E+01	3.1300E+01	2.9000E+01	1.2400E+01	1.0700E+01	3.9400E+01	1.0890E+02	2.4700E+01	1.5400E+01	0.0000E+00	2.9000E+00	8.2000E+00	4.8000E+00	2.2400E+02	6.4000E+00	6.3400E+01
60-64__yrs	5.7000E+00	1.5000E+00	8.2400E+01	5.9800E+01	4.2400E+01	4.1600E+01	2.1000E+01	1.6900E+01	5.6200E+01	9.9900E+01	2.6600E+01	1.6600E+01	0.0000E+00	3.8000E+00	1.1300E+01	5.6000E+00	1.9670E+02	6.1000E+00	7.9800E+01
65-69__yrs	8.2000E+00	1.9000E+00	1.2460E+02	8.0200E+01	5.7000E+01	6.0800E+01	3.0700E+01	3.1700E+01	7.1200E+01	8.1600E+01	2.7100E+01	1.4800E+01	0.0000E+00	7.6000E+00	1.3400E+01	5.9000E+00	1.4360E+02	8.5000E+00	9.3300E+01
70-74__yrs	1.0100E+01	2.8000E+00	1.6040E+02	1.0400E+02	7.0900E+01	7.4000E+01	4.9000E+01	4.4300E+01	1.0680E+02	6.3800E+01	2.9000E+01	1.5800E+01	0.0000E+00	1.3500E+01	1.4300E+01	9.1000E+00	8.6400E+01	1.1500E+01	1.3040E+02
75-79__yrs	1.0300E+01	5.2000E+00	1.9330E+02	1.2860E+02	8.1800E+01	9.1700E+01	6.2200E+01	5.9100E+01	1.5610E+02	4.6900E+01	3.3100E+01	1.6400E+01	0.0000E+00	1.8800E+01	1.6500E+01	1.0500E+01	5.0700E+01	1.3000E+01	1.6650E+02
80-84__yrs	9.7000E+00	5.2000E+00	2.0420E+02	1.3270E+02	9.1300E+01	1.0210E+02	8.7500E+01	7.4200E+01	1.8590E+02	3.1600E+01	3.3200E+01	1.4100E+01	0.0000E+00	3.0300E+01	9.4000E+00	1.1000E+01	3.0800E+01	1.6700E+01	1.9260E+02
>=85___yrs	1.0300E+01	9.1000E+00	1.7990E+02	1.2060E+02	7.6400E+01	8.8200E+01	9.5500E+01	7.0700E+01	1.9050E+02	2.2800E+01	3.3800E+01	1.9000E+01	0.0000E+00	2.8900E+01	1.0300E+01	1.0600E+01	1.2600E+01	1.1000E+01	2.1690E+02
Fem_se____	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
01-04__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
05-09__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
10-14__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
15-19__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
20-24__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
25-29__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
30-34__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
35-39__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
40-44__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
45-49__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
50-54__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
55-59__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
60-64__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
65-69__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
70-74__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
75-79__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
80-84__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
>=85___yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
