2000-2005	SEER	Baseline	Incidence	Rates
Male_rate_	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
01-04__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
05-09__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
10-14__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
15-19__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
20-24__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
25-29__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
30-34__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
35-39__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
40-44__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
45-49__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
50-54__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
55-59__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
60-64__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
65-69__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
70-74__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
75-79__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
80-84__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
>=85___yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
Fem_rate__	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	6.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	2.5500E+00	1.6500E+00	0.0000E+00	1.9500E+00	3.3000E+00
01-04__yrs	1.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	3.0000E-01	0.0000E+00	0.0000E+00	1.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.9500E+00	4.0500E+00	0.0000E+00	6.0500E+00	2.1500E+00
05-09__yrs	0.0000E+00	0.0000E+00	0.0000E+00	2.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.0000E-01	0.0000E+00	0.0000E+00	4.0000E-01	2.6000E+00	0.0000E+00	2.7500E+00	6.5000E-01
10-14__yrs	3.5000E-01	0.0000E+00	0.0000E+00	9.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	7.5000E-01	0.0000E+00	0.0000E+00	0.0000E+00	2.0500E+00	4.0000E-01	2.2000E+00	2.1500E+00
15-19__yrs	2.5000E-01	0.0000E+00	0.0000E+00	1.5000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	1.0000E-01	2.0000E-01	1.0000E-01	1.4000E+00	0.0000E+00	0.0000E+00	1.0000E-01	1.6500E+00	1.5500E+00	1.7500E+00	3.1500E+00
20-24__yrs	7.0000E-01	0.0000E+00	1.0000E-01	1.6500E+00	2.0000E-01	1.0000E-01	0.0000E+00	0.0000E+00	3.5000E-01	1.7000E+00	2.5500E+00	2.8500E+00	0.0000E+00	0.0000E+00	2.5000E-01	2.5000E+00	3.3500E+00	1.9500E+00	6.8000E+00
25-29__yrs	1.1500E+00	0.0000E+00	4.5000E-01	2.7000E+00	7.5000E-01	2.0000E-01	0.0000E+00	1.0000E-01	6.0000E-01	9.6000E+00	2.0300E+01	4.9500E+00	0.0000E+00	1.5000E-01	4.5000E-01	3.6000E+00	6.4000E+00	1.6000E+00	1.1100E+01
30-34__yrs	1.6000E+00	1.0000E-01	7.5000E-01	3.7500E+00	1.6000E+00	3.5000E-01	0.0000E+00	3.5000E-01	1.2500E+00	2.5550E+01	1.8350E+01	5.9000E+00	0.0000E+00	2.5000E-01	1.0000E+00	5.1000E+00	7.9000E+00	1.6200E+00	1.6900E+01
35-39__yrs	2.4000E+00	2.0000E-01	7.5000E-01	4.1000E+00	2.6500E+00	6.0000E-01	1.0000E-01	9.5000E-01	1.8500E+00	6.2650E+01	2.0600E+01	8.4500E+00	0.0000E+00	4.0000E-01	1.9000E+00	6.9500E+00	1.0400E+01	1.9300E+00	2.2350E+01
40-44__yrs	3.7000E+00	7.0000E-01	1.6000E+00	7.2500E+00	5.9000E+00	7.5000E-01	6.0000E-01	1.8000E+00	5.3500E+00	1.1900E+02	2.1400E+01	1.2250E+01	0.0000E+00	9.5000E-01	3.8500E+00	9.0000E+00	1.0350E+01	3.3600E+00	2.9250E+01
45-49__yrs	6.5000E+00	1.9500E+00	2.9000E+00	1.1900E+01	9.6500E+00	1.2000E+00	1.1000E+00	3.2000E+00	1.4400E+01	2.1870E+02	2.4900E+01	1.8300E+01	0.0000E+00	2.0500E+00	6.1000E+00	1.1550E+01	9.5000E+00	3.7300E+00	3.7100E+01
50-54__yrs	1.2200E+01	4.7000E+00	3.8500E+00	2.1900E+01	1.7600E+01	2.8000E+00	1.6000E+00	7.3500E+00	3.2650E+01	2.7255E+02	4.1550E+01	2.5650E+01	0.0000E+00	4.3000E+00	1.0000E+01	1.5050E+01	8.3000E+00	4.7700E+00	4.5050E+01
55-59__yrs	1.6900E+01	9.5000E+00	5.3500E+00	3.7000E+01	2.7800E+01	5.3500E+00	2.7500E+00	1.2500E+01	6.8700E+01	2.6650E+02	6.4500E+01	3.1750E+01	0.0000E+00	6.6000E+00	1.6350E+01	1.7400E+01	8.5500E+00	7.0500E+00	5.6450E+01
60-64__yrs	1.7150E+01	1.3750E+01	8.1000E+00	6.3450E+01	3.6750E+01	7.7500E+00	5.8000E+00	2.3100E+01	1.1400E+02	3.4330E+02	8.0800E+01	4.3000E+01	0.0000E+00	1.0750E+01	2.2800E+01	2.3450E+01	8.9500E+00	9.3700E+00	7.0100E+01
65-69__yrs	2.0400E+01	1.8600E+01	1.2100E+01	9.3100E+01	4.4700E+01	1.0400E+01	7.9500E+00	3.2100E+01	1.8025E+02	4.0155E+02	9.5500E+01	5.1300E+01	0.0000E+00	1.8450E+01	2.7150E+01	2.6600E+01	9.2000E+00	1.2240E+01	8.7000E+01
70-74__yrs	2.1500E+01	2.6950E+01	2.3700E+01	1.3765E+02	6.2800E+01	1.7750E+01	1.1900E+01	4.9850E+01	2.3815E+02	3.3315E+02	1.0660E+02	6.2300E+01	0.0000E+00	3.1350E+01	4.2400E+01	3.0100E+01	1.0150E+01	1.8220E+01	1.0400E+02
75-79__yrs	2.4050E+01	3.8350E+01	3.5350E+01	1.7840E+02	7.4950E+01	2.4450E+01	1.5200E+01	6.1350E+01	2.7070E+02	3.8490E+02	1.0305E+02	6.5400E+01	0.0000E+00	4.4300E+01	5.0000E+01	3.7050E+01	9.1500E+00	2.4020E+01	1.1805E+02
80-84__yrs	2.5450E+01	5.1350E+01	4.6950E+01	2.3395E+02	8.4800E+01	2.8650E+01	1.8850E+01	7.8350E+01	3.1450E+02	4.1625E+02	8.7050E+01	6.6800E+01	0.0000E+00	5.8700E+01	4.9250E+01	3.9600E+01	8.8500E+00	3.0320E+01	1.3135E+02
>=85___yrs	1.4120E+01	3.1180E+01	2.6130E+01	1.1758E+02	4.4400E+01	1.6190E+01	9.9000E+00	4.6130E+01	1.4191E+02	2.2513E+02	3.4800E+01	2.7020E+01	0.0000E+00	3.8040E+01	2.5460E+01	2.4450E+01	3.9700E+00	1.9770E+01	7.5840E+01
Fem_se____	OralCav___	Esophagus_	Stomach___	Colon_____	Rectum____	Liver_____	Gallbladd_	Pancreas__	Lung______	Breast____	Uterus____	Ovary_____	Prostate__	UrinBladd_	Kidney____	Brain_CNS_	Thyroid___	Leukemia__	Remainder_
00-00__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
01-04__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
05-09__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
10-14__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
15-19__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
20-24__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
25-29__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
30-34__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
35-39__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
40-44__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
45-49__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
50-54__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
55-59__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
60-64__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
65-69__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
70-74__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
75-79__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
80-84__yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
>=85___yrs	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
